,community
하행선,3
운전자,3
부상,3
동대구,3
동구,3
경부고속도로,3
가드레일,3
대구,3
분기점,3
공식,3
경남도,4
단독주택,4
진입로,4
유리창,4
결과,4
경찰청,4
구조작업,4
구조,4
호우주의보,4
하루,4
투입,4
태풍,4
타파,4
정씨,4
불가능,4
김해공항,4
경찰관,4
기둥,4
북상,4
부산진구,4
여성,4
부전동,4
부산경찰청,4
부산시,4
폐쇄회로,4
휴대전화,4
수작업,4
부산,4
건물,4
매몰,4
붕괴,4
긴급,4
중장비,4
거가대교,4
소방대원,4
주택,4
ㄱ씨,5
스스로,5
남녀,5
사망자,5
거주지,5
확인,5
출입문,5
출동,5
주인,5
내부,5
가스통,5
단양읍,5
전문가,5
성인,5
단양군,5
경위,5
단양,5
신원,5
부근,5
우울감,5
사망,5
상대,5
주변,5
신고,5
조사,5
선택,5
인근,5
자살률,5
국립과학수사연구원,5
파악,5
계양구,5
지역사회,5
펜션,5
한편,5
다남교,5
연구원,5
발견,5
추정,5
분께,5
체육복,5
특별,5
지점,5
신용카드,5
사람,5
등산객,5
계양경찰서,5
소지품,5
신분증,5
정신건강,5
경인아라뱃길,5
장기동,5
자매,5
인천시,5
인천,5
충북도소방본부,5
경제적,5
충북,5
한경연,6
평균연봉,6
중소기업,6
근로자,6
대기업,6
통상임금,6
신씨,6
상고심,6
사기업,6
복지포인트,6
복리후생,6
정규직,6
권고사직,6
공무원,6
증가율,6
재판부,6
대법원,6
고용노동부,6
단체협약,6
대법관,6
복지제도,6
서울의료원,6
온라인,6
취업규칙,6
소방관,7
무단횡단,7
화장실,7
패션몰,7
진화작업,7
제일평화시장,7
잔불,7
소방차,7
연관성,7
용산구,7
발생,7
연기,7
안전사고,7
현장,7
소방대원들,7
인명피해,7
부장판사,7
서울행정법원,7
중구,7
광희,7
동대문역사문화공원,7
불길,7
시장,7
신당동,7
중부소방서,7
동대문,7
법원,7
진화,7
업무상,7
서울시,7
범죄행위,7
시간date,7
박성규,7
도로변,7
근로복지공단,7
화재,7
예보,8
김천,8
낙동강,8
김천시,8
김천교,8
통제,8
통행,8
포항시,8
피해,8
발령,8
주민들,8
홍수주의보,8
상태,8
지역,8
홍수통제소,8
주의보,8
